270.0665761	272.8703516	0	0	272.8296712	0
270.6641931	271.1992361	0.597617003	-1.67111551	272.7281409	-0.101530271
269.6451946	271.0068124	-1.018998547	-0.192423703	272.7240662	-0.00407474
270.9998258	270.8423217	1.35463127	-0.16449062	272.7220745	-0.001991657
270.7140067	270.595315	-0.285819101	-0.247006708	272.4422093	-0.279865215
268.8172198	271.5034112	-1.896786934	0.908096219	272.4357015	-0.006507866
269.3981503	269.4255934	0.580930494	-2.077817871	272.3546111	-0.081090313
269.0141078	269.1018194	-0.384042522	-0.323773987	272.3015235	-0.053087657
267.2738062	270.2075861	-1.740301535	1.105766725	272.2513209	-0.050202551
267.0870173	269.9785264	-0.186788936	-0.229059758	272.220454	-0.030866894
267.1382538	269.8564793	0.05123649	-0.122047094	272.1610823	-0.059371705
267.2043874	269.5026001	0.066133587	-0.353879213	272.1107538	-0.050328519
268.930993	267.8547993	1.726605673	-1.647800781	272.1021288	-0.008625006
269.2650951	267.6969911	0.334102111	-0.157808193	272.083206	-0.018922818
269.4228382	267.4148633	0.157743041	-0.282127744	272.08699	0.003784008
268.1851174	267.3872038	-1.237720764	-0.027659513	272.4699267	0.382936719
268.5748992	269.33654	0.389781759	1.949336136	272.526805	0.056878311
270.8965864	267.2174756	2.321687177	-2.119064321	271.5552889	-0.971516096
272.2595123	264.777436	1.362925956	-2.44003964	278.1578787	6.602589789
272.3267258	263.4117871	0.067213517	-1.365648901	283.340164	5.182285249
272.1788529	263.1169966	-0.147872966	-0.294790466	284.9151655	1.575001571
272.3232534	262.9610113	0.144400557	-0.155985308	286.624401	1.709235437
271.1946791	262.7588267	-1.128574358	-0.202184602	287.3288005	0.704399552
271.5214	263.9144467	0.326720885	1.155620021	286.3102494	-1.018551177
273.2972229	263.9236344	1.775822951	0.009187615	286.3560262	0.045776801
273.4707201	263.9090938	0.17349719	-0.014540537	287.6074513	1.251425174
272.4341192	263.6598511	-1.036600847	-0.249242708	289.3990134	1.791562071
272.6972678	263.4312214	0.263148564	-0.228629687	290.5889836	1.189970188
272.9121491	263.6319737	0.214881263	0.200752317	291.615348	1.026364413
274.5826226	263.5607856	1.670473502	-0.071188135	291.7105932	0.095245198
274.7471815	263.9254154	0.164558911	0.364629782	290.9457922	-0.764800984
275.022549	262.6701005	0.275367532	-1.255314861	292.9220076	1.976215419
273.7852714	262.8509988	-1.237277583	0.180898236	293.726101	0.804093353
273.9340182	263.0060956	0.148746771	0.155096835	295.0790112	1.3529102
274.0612156	263.1720654	0.127197418	0.165969766	296.6929164	1.613905189
274.2047541	264.6993423	0.143538446	1.527276965	295.9114254	-0.781490965
275.7614946	264.8059226	1.556740499	0.106580271	296.6027736	0.691348227
275.8599127	264.8	0.098418142	-0.005922616	294.4030525	-2.199721172
275.942797	264.8116009	0.082884306	0.011600928	294.9710342	0.567981762
275.9343509	264.834018	-0.008446073	0.022417074	293.6151781	-1.355856176
276.0065016	264.8893626	0.072150681	0.055344602	293.5600084	-0.055169665
276.114974	264.970884	0.108472354	0.081521426	293.3187033	-0.241305043
276.2358217	265.1668086	0.120847684	0.195924575	294.0369067	0.718203365
276.3360723	264.1495066	0.100250674	-1.017301975	292.7855358	-1.251370926
275.2043574	264.1274173	-1.13171495	-0.022089344	289.3576902	-3.427845599
275.2739614	264.4180123	0.06960404	0.290595041	289.9419821	0.584291894
275.462761	264.2106319	0.188799599	-0.207380382	288.1511242	-1.79085785
275.4349292	264.1332481	-0.027831852	-0.077383781	287.9360313	-0.215092894
275.4092659	263.9955209	-0.02566324	-0.137727228	289.0118368	1.075805481
275.3489469	263.9213659	-0.060319025	-0.074154975	288.0125562	-0.999280612
